274,274,274,274,274,274,274,274,274,274,274,274,274,410,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,412,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,270,270,270,274,274,274,274,274,432,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,434,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,270,270,270,270,274,252,274,274,274,432,506,506,506,506,396,397,397,398,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,396,397,398,506,506,506,434,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,270,270,270,270,274,274,274,274,274,432,506,506,506,396,446,419,419,445,398,506,506,396,397,397,397,397,397,397,397,398,506,506,396,446,419,419,398,506,506,434,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,270,270,270,274,274,274,274,274,274,432,506,506,396,446,419,419,419,419,445,397,397,446,419,419,419,419,419,419,419,445,397,397,446,419,419,419,445,398,506,434,274,274,274,274,274,270,270,274,274,274,274,252,274
274,274,274,274,274,270,270,274,274,274,274,274,274,432,506,506,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,434,274,274,274,274,270,270,270,274,274,274,274,274,274
274,274,274,252,274,270,274,274,274,274,274,274,274,432,506,506,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,423,442,506,434,274,274,274,274,270,270,270,270,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,432,506,506,440,424,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,423,442,506,506,434,274,274,274,274,274,270,270,270,270,270,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,432,506,506,506,440,424,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,506,506,434,274,274,274,274,274,274,270,270,270,270,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,432,506,506,506,506,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,445,398,506,506,434,274,274,274,274,274,274,270,270,270,270,274,274,274
274,274,274,274,274,274,274,274,274,271,274,274,274,432,506,506,506,396,446,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,506,434,274,274,274,274,274,274,274,270,270,270,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,432,506,506,506,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,506,434,274,274,274,274,274,274,274,274,270,270,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,432,506,506,506,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,506,434,274,274,274,274,271,274,274,274,270,274,274,274,274
170,188,188,171,274,274,274,274,274,274,274,274,274,432,506,506,506,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,506,434,274,274,274,274,274,274,274,274,274,274,274,274,274
167,268,268,187,188,171,274,273,274,274,274,274,274,432,506,506,506,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,506,434,274,274,274,274,274,274,274,274,274,274,274,274,274
167,268,268,268,268,187,188,171,274,274,274,274,274,432,506,506,506,440,424,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,423,442,506,506,434,274,274,274,274,274,274,274,274,271,274,274,274,274
167,268,268,268,268,268,268,187,171,274,274,274,274,432,506,506,506,506,440,424,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,423,442,506,506,506,434,274,274,274,274,274,274,274,274,274,274,274,274,274
192,145,268,268,268,268,268,268,187,171,274,274,274,432,506,506,506,506,506,418,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,506,506,506,434,274,274,274,274,274,274,274,274,274,274,274,274,274
274,167,268,268,268,268,268,268,268,187,171,274,274,432,506,506,506,506,506,440,424,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,420,506,506,506,506,434,274,274,274,274,274,252,252,274,274,274,274,274,274
274,192,145,268,268,268,268,268,268,268,165,274,274,432,506,506,506,506,506,506,440,424,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,423,442,506,506,506,506,434,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,192,145,268,268,268,268,268,268,187,171,274,432,506,506,506,506,506,506,506,440,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,442,506,506,506,506,506,434,274,274,274,274,274,274,274,274,274,273,274,274,274
274,274,274,167,268,268,268,268,268,268,268,165,274,454,455,416,455,455,455,455,455,455,455,455,455,455,455,455,432,434,455,455,455,455,455,455,455,455,455,455,415,416,417,456,274,274,274,274,274,274,274,274,274,273,273,274,274
